1	There	_	EX	EX	_	2	expl	_	_
1	Hey	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Hey	_	NNP	NNP	_	0	null	_	_
2	,	_	,	,	_	1	punct	_	_
3	Al	_	NNP	NNP	_	1	appos	_	_
4	.	_	.	.	_	1	punct	_	_

1	How	_	WRB	WRB	_	0	null	_	_
2	are	_	VBP	VBP	_	1	dep	_	_
3	you	_	PRP	PRP	_	2	nsubj	_	_
4	,	_	,	,	_	3	punct	_	_
5	man	_	NN	NN	_	3	appos	_	_
6	?	_	.	.	_	1	punct	_	_

1	Wow	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Looks	_	NNS	NNS	_	0	null	_	_
2	good	_	JJ	JJ	_	1	amod	_	_
3	,	_	,	,	_	1	punct	_	_
4	huh	_	NN	NN	_	1	appos	_	_
5	?	_	.	.	_	1	punct	_	_

1	Hey	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Anything	_	NN	NN	_	3	dep	_	_
2	you	_	PRP	PRP	_	3	nsubj	_	_
3	want	_	VBP	VBP	_	0	null	_	_
4	to	_	TO	TO	_	5	aux	_	_
5	talk	_	VB	VB	_	3	xcomp	_	_
6	about	_	IN	IN	_	5	prep	_	_
7	?	_	.	.	_	3	punct	_	_

1	No	_	UH	UH	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Seriously	_	RB	RB	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	You	_	PRP	PRP	_	2	nsubj	_	_
2	know	_	VBP	VBP	_	0	null	_	_
3	,	_	,	,	_	2	punct	_	_
4	I	_	PRP	PRP	_	5	nsubj	_	_
5	was	_	VBD	VBD	_	2	ccomp	_	_
6	in	_	IN	IN	_	5	prep	_	_
7	a	_	DT	DT	_	8	det	_	_
8	confessional	_	JJ	JJ	_	6	pobj	_	_
9	every	_	DT	DT	_	11	det	_	_
10	other	_	JJ	JJ	_	11	amod	_	_
11	day	_	NN	NN	_	5	tmod	_	_
12	for	_	IN	IN	_	5	prep	_	_
13	about	_	RB	RB	_	14	quantmod	_	_
14	ten	_	CD	CD	_	15	num	_	_
15	years	_	NNS	NNS	_	12	pobj	_	_
16	when	_	WRB	WRB	_	20	advmod	_	_
17	I	_	PRP	PRP	_	20	nsubj	_	_
18	was	_	VBD	VBD	_	20	cop	_	_
19	a	_	DT	DT	_	20	det	_	_
20	kid	_	NN	NN	_	5	advcl	_	_
21	.	_	.	.	_	2	punct	_	_

1	Got	_	NNP	NNP	_	3	nsubj	_	_
2	real	_	RB	RB	_	3	advmod	_	_
3	good	_	JJ	JJ	_	0	null	_	_
4	at	_	IN	IN	_	3	prep	_	_
5	it	_	PRP	PRP	_	4	pobj	_	_
6	.	_	.	.	_	3	punct	_	_

1	All	_	DT	DT	_	2	det	_	_
2	right	_	NN	NN	_	0	null	_	_
3	,	_	,	,	_	2	punct	_	_
4	Michelle	_	NNP	NNP	_	2	appos	_	_
5	.	_	.	.	_	2	punct	_	_

1	You	_	PRP	PRP	_	2	nsubj	_	_
2	hit	_	VBD	VBD	_	0	null	_	_
3	the	_	DT	DT	_	4	det	_	_
4	weights	_	NNS	NNS	_	2	dobj	_	_
5	.	_	.	.	_	2	punct	_	_

1	Angela	_	NNP	NNP	_	4	nsubj	_	_
2	,	_	,	,	_	4	punct	_	_
3	you	_	PRP	PRP	_	4	nsubj	_	_
4	got	_	VBD	VBD	_	0	null	_	_
5	speed	_	NN	NN	_	6	nn	_	_
6	bag	_	NN	NN	_	4	dobj	_	_
7	.	_	.	.	_	4	punct	_	_

1	All	_	DT	DT	_	2	det	_	_
2	right	_	NN	NN	_	0	null	_	_
3	.	_	.	.	_	2	punct	_	_

1	Think	_	VB	VB	_	0	null	_	_
2	about	_	IN	IN	_	1	prep	_	_
3	what	_	WP	WP	_	5	dobj	_	_
4	I	_	PRP	PRP	_	5	nsubj	_	_
5	said	_	VBD	VBD	_	2	pcomp	_	_
6	.	_	.	.	_	1	punct	_	_

1	All	_	DT	DT	_	2	det	_	_
2	right	_	JJ	JJ	_	0	null	_	_
3	,	_	,	,	_	2	punct	_	_
4	let	_	VB	VB	_	2	dep	_	_
5	's	_	PRP	PRP	_	6	nsubj	_	_
6	go	_	VB	VB	_	4	ccomp	_	_
7	.	_	.	.	_	2	punct	_	_

1	Hey	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Look	_	VB	VB	_	10	dep	_	_
2	,	_	,	,	_	10	punct	_	_
3	another	_	DT	DT	_	5	det	_	_
4	burner	_	NN	NN	_	5	nn	_	_
5	phone	_	NN	NN	_	10	nsubj	_	_
6	from	_	IN	IN	_	5	prep	_	_
7	that	_	DT	DT	_	8	det	_	_
8	batch	_	NN	NN	_	6	pobj	_	_
9	just	_	RB	RB	_	10	advmod	_	_
10	lit	_	VBD	VBD	_	0	null	_	_
11	up	_	RP	RP	_	10	prt	_	_
12	,	_	,	,	_	10	punct	_	_
13	and	_	CC	CC	_	10	cc	_	_
14	you	_	PRP	PRP	_	17	nsubj	_	_
15	're	_	VBP	VBP	_	17	aux	_	_
16	not	_	RB	RB	_	17	neg	_	_
17	gon	_	VBG	VBG	_	10	conj	_	_
18	na	_	TO	TO	_	19	aux	_	_
19	believe	_	VB	VB	_	17	xcomp	_	_
20	who	_	WP	WP	_	23	dobj	_	_
21	Beckett	_	NNP	NNP	_	23	nsubj	_	_
22	is	_	VBZ	VBZ	_	23	aux	_	_
23	calling	_	VBG	VBG	_	19	ccomp	_	_
24	.	_	.	.	_	10	punct	_	_

1	Antonio	_	NNP	NNP	_	0	null	_	_
2	,	_	,	,	_	1	punct	_	_
3	with	_	IN	IN	_	2	prep	_	_
4	me	_	PRP	PRP	_	3	pobj	_	_
5	.	_	.	.	_	1	punct	_	_

1	What	_	WP	WP	_	3	attr	_	_
2	the	_	DT	DT	_	3	det	_	_
3	hell	_	NN	NN	_	0	null	_	_
4	?	_	.	.	_	3	punct	_	_

1	It	_	PRP	PRP	_	3	nsubj	_	_
2	's	_	VBZ	VBZ	_	3	cop	_	_
3	time	_	NN	NN	_	0	null	_	_
4	for	_	IN	IN	_	3	prep	_	_
5	some	_	DT	DT	_	6	det	_	_
6	answers	_	NNS	NNS	_	4	pobj	_	_
7	,	_	,	,	_	6	punct	_	_
8	Schultz	_	NNP	NNP	_	6	appos	_	_
9	.	_	.	.	_	3	punct	_	_

1	So	_	RB	RB	_	3	advmod	_	_
2	you	_	PRP	PRP	_	3	nsubj	_	_
3	found	_	VBD	VBD	_	7	advcl	_	_
4	two	_	CD	CD	_	5	num	_	_
5	million	_	CD	CD	_	3	dobj	_	_
6	,	_	,	,	_	7	punct	_	_
7	vouchered	_	VBD	VBD	_	0	null	_	_
8	one	_	CD	CD	_	7	dobj	_	_
9	,	_	,	,	_	7	punct	_	_
10	and	_	CC	CC	_	7	cc	_	_
11	kept	_	VBD	VBD	_	7	conj	_	_
12	the	_	DT	DT	_	13	det	_	_
13	other	_	JJ	JJ	_	11	dobj	_	_
14	for	_	IN	IN	_	13	prep	_	_
15	yourself	_	PRP	PRP	_	14	pobj	_	_
16	.	_	.	.	_	7	punct	_	_

1	That	_	DT	DT	_	3	nsubj	_	_
2	about	_	RB	RB	_	3	advmod	_	_
3	right	_	RB	RB	_	0	null	_	_
4	?	_	.	.	_	3	punct	_	_

1	No	_	UH	UH	_	5	dep	_	_
2	,	_	,	,	_	5	punct	_	_
3	that	_	WDT	WDT	_	5	nsubj	_	_
4	's	_	VBZ	VBZ	_	5	cop	_	_
5	wrong	_	JJ	JJ	_	0	null	_	_
6	.	_	.	.	_	5	punct	_	_

1	Hm	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	I	_	PRP	PRP	_	7	nsubj	_	_
2	've	_	VBP	VBP	_	7	aux	_	_
3	been	_	VBN	VBN	_	7	cop	_	_
4	straight	_	RB	RB	_	7	advmod	_	_
5	my	_	PRP$	PRP$	_	7	poss	_	_
6	entire	_	JJ	JJ	_	7	amod	_	_
7	career	_	NN	NN	_	0	null	_	_
8	.	_	.	.	_	7	punct	_	_

1	I	_	PRP	PRP	_	2	nsubj	_	_
2	live	_	VBP	VBP	_	0	null	_	_
3	in	_	IN	IN	_	2	prep	_	_
4	a	_	DT	DT	_	6	det	_	_
5	little	_	JJ	JJ	_	6	amod	_	_
6	house	_	NN	NN	_	3	pobj	_	_
7	in	_	IN	IN	_	6	prep	_	_
8	Garfield	_	NNP	NNP	_	9	nn	_	_
9	Ridge	_	NNP	NNP	_	7	pobj	_	_
10	and	_	CC	CC	_	9	cc	_	_
11	my	_	PRP$	PRP$	_	12	poss	_	_
12	son	_	NN	NN	_	13	nsubj	_	_
13	goes	_	VBZ	VBZ	_	9	conj	_	_
14	to	_	TO	TO	_	13	prep	_	_
15	junior	_	JJ	JJ	_	16	amod	_	_
16	college	_	NN	NN	_	14	pobj	_	_
17	.	_	.	.	_	2	punct	_	_

1	You	_	PRP	PRP	_	2	nsubj	_	_
2	think	_	VBP	VBP	_	0	null	_	_
3	that	_	IN	IN	_	14	complm	_	_
4	if	_	IN	IN	_	6	mark	_	_
5	I	_	PRP	PRP	_	6	nsubj	_	_
6	came	_	VBD	VBD	_	14	advcl	_	_
7	into	_	IN	IN	_	6	prep	_	_
8	a	_	DT	DT	_	10	det	_	_
9	million	_	CD	CD	_	10	num	_	_
10	dollars	_	NNS	NNS	_	7	pobj	_	_
11	,	_	,	,	_	14	punct	_	_
12	I	_	PRP	PRP	_	14	nsubj	_	_
13	could	_	MD	MD	_	14	aux	_	_
14	sit	_	VB	VB	_	2	ccomp	_	_
15	on	_	IN	IN	_	14	prep	_	_
16	it	_	PRP	PRP	_	15	pobj	_	_
17	for	_	IN	IN	_	14	prep	_	_
18	15	_	CD	CD	_	19	num	_	_
19	years	_	NNS	NNS	_	17	pobj	_	_
20	and	_	CC	CC	_	14	cc	_	_
21	live	_	VB	VB	_	14	conj	_	_
22	like	_	IN	IN	_	21	prep	_	_
23	a	_	DT	DT	_	24	det	_	_
24	monk	_	NN	NN	_	22	pobj	_	_
25	?	_	.	.	_	2	punct	_	_

1	Hey	_	NNP	NNP	_	0	null	_	_
2	,	_	,	,	_	1	punct	_	_
3	Schultz	_	NNP	NNP	_	1	appos	_	_
4	,	_	,	,	_	1	punct	_	_
5	I	_	PRP	PRP	_	8	nsubj	_	_
6	could	_	MD	MD	_	8	aux	_	_
7	n't	_	RB	RB	_	8	neg	_	_
8	give	_	VB	VB	_	1	rcmod	_	_
9	a	_	DT	DT	_	11	det	_	_
10	good	_	JJ	JJ	_	11	amod	_	_
11	God	_	NNP	NNP	_	8	iobj	_	_
12	about	_	IN	IN	_	8	prep	_	_
13	the	_	DT	DT	_	14	det	_	_
14	money	_	NN	NN	_	12	pobj	_	_
15	.	_	.	.	_	1	punct	_	_

1	These	_	DT	DT	_	3	nsubj	_	_
2	are	_	VBP	VBP	_	3	cop	_	_
3	calls	_	NNS	NNS	_	0	null	_	_
4	Beckett	_	NNP	NNP	_	5	nsubj	_	_
5	made	_	VBD	VBD	_	3	rcmod	_	_
6	to	_	TO	TO	_	5	prep	_	_
7	your	_	PRP$	PRP$	_	8	poss	_	_
8	number	_	NN	NN	_	6	pobj	_	_
9	.	_	.	.	_	3	punct	_	_

1	Five	_	CD	CD	_	0	null	_	_
2	of	_	IN	IN	_	1	prep	_	_
3	'em	_	NN	NN	_	2	pobj	_	_
4	.	_	.	.	_	1	punct	_	_

1	He	_	PRP	PRP	_	2	nsubj	_	_
2	alibis	_	VBZ	VBZ	_	0	null	_	_
3	out	_	RP	RP	_	2	prt	_	_
4	.	_	.	.	_	2	punct	_	_

1	That	_	DT	DT	_	2	nsubj	_	_
2	means	_	VBZ	VBZ	_	0	null	_	_
3	somebody	_	NN	NN	_	5	nsubj	_	_
4	else	_	RB	RB	_	3	amod	_	_
5	is	_	VBZ	VBZ	_	2	ccomp	_	_
6	out	_	IN	IN	_	5	prep	_	_
7	there	_	RB	RB	_	8	advmod	_	_
8	killing	_	VBG	VBG	_	6	pcomp	_	_
9	cops	_	NNS	NNS	_	8	dobj	_	_
10	.	_	.	.	_	2	punct	_	_

1	Those	_	DT	DT	_	2	det	_	_
2	calls	_	NNS	NNS	_	4	nsubj	_	_
3	were	_	VBD	VBD	_	4	cop	_	_
4	threats	_	NNS	NNS	_	0	null	_	_
5	,	_	,	,	_	4	punct	_	_
6	Hank	_	NNP	NNP	_	4	appos	_	_
7	.	_	.	.	_	4	punct	_	_

1	I	_	PRP	PRP	_	2	nsubj	_	_
2	swear	_	VBP	VBP	_	0	null	_	_
3	it	_	PRP	PRP	_	2	dobj	_	_
4	.	_	.	.	_	2	punct	_	_

1	He	_	PRP	PRP	_	2	nsubj	_	_
2	said	_	VBD	VBD	_	0	null	_	_
3	I	_	PRP	PRP	_	5	nsubj	_	_
4	was	_	VBD	VBD	_	5	cop	_	_
5	next	_	JJ	JJ	_	2	ccomp	_	_
6	if	_	IN	IN	_	10	mark	_	_
7	I	_	PRP	PRP	_	10	nsubj	_	_
8	did	_	VBD	VBD	_	10	aux	_	_
9	n't	_	RB	RB	_	10	neg	_	_
10	come	_	VB	VB	_	5	advcl	_	_
11	clean	_	JJ	JJ	_	10	acomp	_	_
12	as	_	IN	IN	_	10	prep	_	_
13	to	_	TO	TO	_	12	dep	_	_
14	who	_	WP	WP	_	15	nsubj	_	_
15	took	_	VBD	VBD	_	13	pcomp	_	_
16	his	_	PRP$	PRP$	_	17	poss	_	_
17	money	_	NN	NN	_	15	dobj	_	_
18	,	_	,	,	_	19	punct	_	_
19	you	_	PRP	PRP	_	15	dep	_	_
20	or	_	CC	CC	_	19	cc	_	_
21	Alvin	_	NNP	NNP	_	19	conj	_	_
22	.	_	.	.	_	19	punct	_	_

1	This	_	DT	DT	_	2	det	_	_
2	guy	_	NN	NN	_	0	null	_	_
3	Beckett	_	NNP	NNP	_	4	nsubj	_	_
4	wants	_	VBZ	VBZ	_	2	rcmod	_	_
5	revenge	_	NN	NN	_	4	dobj	_	_
6	,	_	,	,	_	5	punct	_	_
7	man	_	NN	NN	_	5	appos	_	_
8	.	_	.	.	_	2	punct	_	_

1	He	_	PRP	PRP	_	2	nsubj	_	_
2	said	_	VBD	VBD	_	0	null	_	_
3	he	_	PRP	PRP	_	5	nsubj	_	_
4	'd	_	MD	MD	_	5	aux	_	_
5	kill	_	VB	VB	_	2	ccomp	_	_
6	my	_	PRP$	PRP$	_	7	poss	_	_
7	kid	_	NN	NN	_	5	dobj	_	_
8	if	_	IN	IN	_	12	mark	_	_
9	I	_	PRP	PRP	_	12	nsubj	_	_
10	did	_	VBD	VBD	_	12	aux	_	_
11	n't	_	RB	RB	_	12	neg	_	_
12	find	_	VB	VB	_	5	advcl	_	_
13	out	_	RP	RP	_	12	prt	_	_
14	.	_	.	.	_	2	punct	_	_

1	Had	_	VBD	VBD	_	0	null	_	_
2	Jace	_	NNP	NNP	_	6	poss	_	_
3	's	_	POS	POS	_	2	possessive	_	_
4	dorm	_	NN	NN	_	6	nn	_	_
5	room	_	NN	NN	_	6	nn	_	_
6	number	_	NN	NN	_	1	dobj	_	_
7	and	_	CC	CC	_	6	cc	_	_
8	everything	_	NN	NN	_	6	conj	_	_
9	.	_	.	.	_	1	punct	_	_

1	I	_	PRP	PRP	_	3	nsubj	_	_
2	'm	_	VBP	VBP	_	3	aux	_	_
3	telling	_	VBG	VBG	_	0	null	_	_
4	you	_	PRP	PRP	_	3	dobj	_	_
5	straight	_	RB	RB	_	6	advmod	_	_
6	up	_	RB	RB	_	3	advmod	_	_
7	.	_	.	.	_	3	punct	_	_

1	I	_	PRP	PRP	_	4	nsubj	_	_
2	did	_	VBD	VBD	_	4	aux	_	_
3	n't	_	RB	RB	_	4	neg	_	_
4	know	_	VB	VB	_	0	null	_	_
5	about	_	IN	IN	_	12	dep	_	_
6	the	_	DT	DT	_	12	dep	_	_
7	missing	_	VBG	VBG	_	6	amod	_	_
8	million	_	CD	CD	_	7	dobj	_	_
9	until	_	IN	IN	_	12	dep	_	_
10	a	_	DT	DT	_	11	det	_	_
11	day	_	NN	NN	_	12	dep	_	_
12	ago	_	RB	RB	_	4	advmod	_	_
13	.	_	.	.	_	4	punct	_	_

1	So	_	IN	IN	_	5	dep	_	_
2	you	_	PRP	PRP	_	5	nsubj	_	_
3	did	_	VBD	VBD	_	5	aux	_	_
4	n't	_	RB	RB	_	5	neg	_	_
5	think	_	VB	VB	_	0	null	_	_
6	to	_	TO	TO	_	7	aux	_	_
7	call	_	VB	VB	_	5	xcomp	_	_
8	us	_	PRP	PRP	_	7	dobj	_	_
9	and	_	CC	CC	_	7	cc	_	_
10	clue	_	NN	NN	_	11	nsubj	_	_
11	us	_	PRP	PRP	_	7	conj	_	_
12	in	_	IN	IN	_	16	rel	_	_
13	that	_	WDT	WDT	_	12	pobj	_	_
14	you	_	PRP	PRP	_	16	nsubj	_	_
15	had	_	VBD	VBD	_	16	aux	_	_
16	made	_	VBN	VBN	_	11	rcmod	_	_
17	contact	_	NN	NN	_	16	dobj	_	_
18	?	_	.	.	_	5	punct	_	_

1	With	_	IN	IN	_	0	null	_	_
2	what	_	WP	WP	_	5	dobj	_	_
3	Beckett	_	NNP	NNP	_	5	nsubj	_	_
4	was	_	VBD	VBD	_	5	aux	_	_
5	saying	_	VBG	VBG	_	1	pcomp	_	_
6	?	_	.	.	_	1	punct	_	_

1	How	_	WRB	WRB	_	4	advmod	_	_
2	could	_	MD	MD	_	4	aux	_	_
3	I	_	PRP	PRP	_	4	nsubj	_	_
4	trust	_	VB	VB	_	0	null	_	_
5	you	_	PRP	PRP	_	4	dobj	_	_
6	?	_	.	.	_	4	punct	_	_

1	I	_	PRP	PRP	_	5	nsubj	_	_
2	sure	_	RB	RB	_	5	advmod	_	_
3	did	_	VBD	VBD	_	5	aux	_	_
4	n't	_	RB	RB	_	5	neg	_	_
5	take	_	VB	VB	_	0	null	_	_
6	his	_	PRP$	PRP$	_	7	poss	_	_
7	money	_	NN	NN	_	5	dobj	_	_
8	.	_	.	.	_	5	punct	_	_

1	So	_	RB	RB	_	9	advmod	_	_
2	,	_	,	,	_	9	punct	_	_
3	Hank	_	NNP	NNP	_	9	nsubj	_	_
4	,	_	,	,	_	3	punct	_	_
5	who	_	WP	WP	_	8	nsubj	_	_
6	do	_	VBP	VBP	_	8	aux	_	_
7	you	_	PRP	PRP	_	8	nsubj	_	_
8	suppose	_	VB	VB	_	3	rcmod	_	_
9	did	_	VBD	VBD	_	0	null	_	_
10	?	_	.	.	_	9	punct	_	_

1	Hank	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Do	_	VBP	VBP	_	0	null	_	_
2	n't	_	RB	RB	_	1	neg	_	_
3	.	_	.	.	_	1	punct	_	_

1	Okay	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	I	_	PRP	PRP	_	3	nsubj	_	_
2	was	_	VBD	VBD	_	3	cop	_	_
3	20	_	CD	CD	_	0	null	_	_
4	.	_	.	.	_	3	punct	_	_

1	Nicole	_	NNP	NNP	_	3	nsubj	_	_
2	was	_	VBD	VBD	_	3	cop	_	_
3	19	_	CD	CD	_	0	null	_	_
4	.	_	.	.	_	3	punct	_	_

1	It	_	PRP	PRP	_	4	nsubj	_	_
2	was	_	VBD	VBD	_	4	cop	_	_
3	a	_	DT	DT	_	4	det	_	_
4	summer	_	NN	NN	_	0	null	_	_
5	of	_	IN	IN	_	4	prep	_	_
6	puppy	_	JJ	JJ	_	7	amod	_	_
7	love	_	NN	NN	_	5	pobj	_	_
8	that	_	WDT	WDT	_	9	nsubj	_	_
9	ended	_	VBD	VBD	_	7	rcmod	_	_
10	with	_	IN	IN	_	9	prep	_	_
11	a	_	DT	DT	_	14	det	_	_
12	$	_	$	$	_	14	amod	_	_
13	40	_	CD	CD	_	12	dep	_	_
14	ring	_	NN	NN	_	10	pobj	_	_
15	and	_	CC	CC	_	14	cc	_	_
16	a	_	DT	DT	_	17	det	_	_
17	sixpack	_	NN	NN	_	14	conj	_	_
18	of	_	IN	IN	_	17	prep	_	_
19	beer	_	NN	NN	_	18	pobj	_	_
20	.	_	.	.	_	4	punct	_	_

1	It	_	PRP	PRP	_	3	nsubj	_	_
2	was	_	VBD	VBD	_	3	cop	_	_
3	over	_	RP	RP	_	0	null	_	_
4	before	_	IN	IN	_	3	prep	_	_
5	Halloween	_	NNP	NNP	_	4	pobj	_	_
6	.	_	.	.	_	3	punct	_	_

1	Is	_	VBZ	VBZ	_	0	null	_	_
2	that	_	DT	DT	_	1	dobj	_	_
3	from	_	IN	IN	_	2	prep	_	_
4	Ruzek	_	NNP	NNP	_	3	pobj	_	_
5	?	_	.	.	_	1	punct	_	_

1	Yeah	_	UH	UH	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Yeah	_	UH	UH	_	3	dep	_	_
2	,	_	,	,	_	3	punct	_	_
3	see	_	VB	VB	_	0	null	_	_
4	?	_	.	.	_	3	punct	_	_

1	Nothing	_	NN	NN	_	0	null	_	_
2	to	_	TO	TO	_	3	aux	_	_
3	worry	_	VB	VB	_	1	infmod	_	_
4	about	_	RB	RB	_	3	advmod	_	_
5	.	_	.	.	_	1	punct	_	_

1	Guess	_	NNP	NNP	_	0	null	_	_
2	not	_	RB	RB	_	1	neg	_	_
3	.	_	.	.	_	1	punct	_	_

1	Let	_	VB	VB	_	0	null	_	_
2	me	_	PRP	PRP	_	3	nsubj	_	_
3	ask	_	VB	VB	_	1	ccomp	_	_
4	you	_	PRP	PRP	_	3	iobj	_	_
5	a	_	DT	DT	_	6	det	_	_
6	question	_	NN	NN	_	3	dobj	_	_
7	.	_	.	.	_	1	punct	_	_

1	Good	_	JJ	JJ	_	2	amod	_	_
2	lord	_	NN	NN	_	0	null	_	_
3	.	_	.	.	_	2	punct	_	_

1	Hey	_	NNP	NNP	_	0	null	_	_
2	,	_	,	,	_	1	punct	_	_
3	what	_	WP	WP	_	5	dobj	_	_
4	you	_	PRP	PRP	_	5	nsubj	_	_
5	said	_	VBD	VBD	_	1	rcmod	_	_
6	about	_	IN	IN	_	9	mark	_	_
7	Adam	_	NNP	NNP	_	9	nsubj	_	_
8	really	_	RB	RB	_	9	advmod	_	_
9	liking	_	VBG	VBG	_	5	dep	_	_
10	the	_	DT	DT	_	11	det	_	_
11	trailer	_	NN	NN	_	9	dobj	_	_
12	more	_	RBR	RBR	_	16	advmod	_	_
13	than	_	IN	IN	_	12	dep	_	_
14	the	_	DT	DT	_	15	det	_	_
15	movie	_	NN	NN	_	13	pobj	_	_
16	got	_	VBD	VBD	_	9	dep	_	_
17	me	_	PRP	PRP	_	18	nsubj	_	_
18	thinking	_	NN	NN	_	16	ccomp	_	_
19	,	_	,	,	_	18	punct	_	_
20	okay	_	NN	NN	_	18	appos	_	_
21	?	_	.	.	_	1	punct	_	_

1	So	_	RB	RB	_	5	advmod	_	_
2	this	_	DT	DT	_	5	nsubj	_	_
3	is	_	VBZ	VBZ	_	5	cop	_	_
4	your	_	PRP$	PRP$	_	5	poss	_	_
5	fault	_	NN	NN	_	0	null	_	_
6	.	_	.	.	_	5	punct	_	_

1	Burgess	_	NNP	NNP	_	4	nsubj	_	_
2	,	_	,	,	_	1	punct	_	_
3	just	_	RB	RB	_	4	advmod	_	_
4	give	_	VBP	VBP	_	0	null	_	_
5	him	_	PRP	PRP	_	4	iobj	_	_
6	the	_	DT	DT	_	8	det	_	_
7	push	_	NN	NN	_	8	nn	_	_
8	test	_	NN	NN	_	4	dobj	_	_
9	.	_	.	.	_	4	punct	_	_

1	What	_	WP	WP	_	2	attr	_	_
2	's	_	VBZ	VBZ	_	0	null	_	_
3	that	_	IN	IN	_	2	dep	_	_
4	?	_	.	.	_	2	punct	_	_

1	Mention	_	NN	NN	_	0	null	_	_
2	that	_	IN	IN	_	7	complm	_	_
3	maybe	_	RB	RB	_	5	advmod	_	_
4	you	_	PRP	PRP	_	5	dep	_	_
5	guys	_	NNS	NNS	_	7	nsubj	_	_
6	should	_	MD	MD	_	7	aux	_	_
7	push	_	VB	VB	_	1	ccomp	_	_
8	the	_	DT	DT	_	10	det	_	_
9	wedding	_	NN	NN	_	10	nn	_	_
10	date	_	NN	NN	_	7	dobj	_	_
11	a	_	DT	DT	_	12	det	_	_
12	year	_	NN	NN	_	10	dep	_	_
13	.	_	.	.	_	1	punct	_	_

1	If	_	IN	IN	_	3	mark	_	_
2	he	_	PRP	PRP	_	3	nsubj	_	_
3	gives	_	VBZ	VBZ	_	13	advcl	_	_
4	you	_	PRP	PRP	_	3	iobj	_	_
5	a	_	DT	DT	_	6	det	_	_
6	lip	_	NN	NN	_	3	dobj	_	_
7	about	_	IN	IN	_	6	prep	_	_
8	it	_	PRP	PRP	_	7	pobj	_	_
9	,	_	,	,	_	13	punct	_	_
10	then	_	RB	RB	_	13	advmod	_	_
11	he	_	PRP	PRP	_	13	nsubj	_	_
12	really	_	RB	RB	_	13	advmod	_	_
13	wants	_	VBZ	VBZ	_	0	null	_	_
14	to	_	TO	TO	_	16	aux	_	_
15	get	_	VB	VB	_	16	auxpass	_	_
16	married	_	VBN	VBN	_	13	xcomp	_	_
17	.	_	.	.	_	13	punct	_	_

1	If	_	IN	IN	_	3	mark	_	_
2	he	_	PRP	PRP	_	3	nsubj	_	_
3	agrees	_	VBZ	VBZ	_	0	null	_	_
4	to	_	TO	TO	_	5	aux	_	_
5	push	_	VB	VB	_	3	xcomp	_	_
6	it	_	PRP	PRP	_	5	dobj	_	_
7	,	_	,	,	_	3	punct	_	_
8	then	_	RB	RB	_	7	advmod	_	_
9	he	_	PRP	PRP	_	10	nsubj	_	_
10	does	_	VBZ	VBZ	_	8	ccomp	_	_
11	n't	_	RB	RB	_	10	neg	_	_
12	.	_	.	.	_	3	punct	_	_

1	Simple	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Yeah	_	UH	UH	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

1	Hey	_	NNP	NNP	_	0	null	_	_
2	,	_	,	,	_	1	punct	_	_
3	what	_	WP	WP	_	5	nsubj	_	_
4	's	_	VBZ	VBZ	_	5	cop	_	_
5	this	_	DT	DT	_	1	rcmod	_	_
6	?	_	.	.	_	1	punct	_	_

1	Go	_	NNP	NNP	_	3	nsubj	_	_
2	,	_	,	,	_	3	punct	_	_
3	go	_	VB	VB	_	0	null	_	_
4	,	_	,	,	_	3	punct	_	_
5	go	_	VB	VB	_	3	conj	_	_
6	,	_	,	,	_	5	punct	_	_
7	go	_	VB	VB	_	5	xcomp	_	_
8	.	_	.	.	_	3	punct	_	_

1	Stop	_	NN	NN	_	0	null	_	_
2	!	_	.	.	_	1	punct	_	_

1	Chicago	_	NNP	NNP	_	2	nn	_	_
2	PD	_	NNP	NNP	_	0	null	_	_
3	!	_	.	.	_	2	punct	_	_

1	Go	_	NNP	NNP	_	2	nsubj	_	_
2	right	_	RB	RB	_	0	null	_	_
3	!	_	.	.	_	2	punct	_	_

1	Oh	_	UH	UH	_	0	null	_	_
2	,	_	,	,	_	1	punct	_	_
3	no	_	UH	UH	_	1	dep	_	_
4	.	_	.	.	_	1	punct	_	_

1	This	_	DT	DT	_	2	det	_	_
2	way	_	NN	NN	_	0	null	_	_
3	.	_	.	.	_	2	punct	_	_

1	Roman	_	NNP	NNP	_	0	null	_	_
2	.	_	.	.	_	1	punct	_	_

